BHID,FROM,TO,INTERVAL,ZN,PB,FE,AG,XCOLLAR,YCOLLAR,ZCOLLAR,LENGTH,BRG,DIP
3245/128,145.02,145.71,0.69,2.54,0.02,0.83,6.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/128,145.02,145.71,0.69,2.54,0.02,0.83,6.0,228696.5781,172255.4844,1135.652954,163.4,0.0,90.0
3245/130,149.0,149.37,0.37,1.71,0.06,1.43,3.0,228545.5781,172107.9688,1135.833008,161.0,0.0,90.0
3245/130,149.0,149.37,0.37,1.71,0.06,1.43,3.0,228545.5781,172107.9688,1135.833008,161.0,0.0,90.0
3245/130,149.37,150.05,0.68,8.54,0.62,1.91,3.0,228545.5781,172107.9688,1135.833008,161.0,0.0,90.0
3245/130,149.37,150.05,0.68,8.54,0.62,1.91,3.0,228545.5781,172107.9688,1135.833008,161.0,0.0,90.0
3245/130,150.05,150.9,0.85,2.06,0.1,0.75,4.0,228545.5781,172107.9688,1135.833008,161.0,0.0,90.0
3245/130,150.05,150.9,0.85,2.06,0.1,0.75,4.0,228545.5781,172107.9688,1135.833008,161.0,0.0,90.0
3245/131,115.4,116.25,0.85,0.67,0.05,3.08,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,115.4,116.25,0.85,0.67,0.05,3.08,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,116.25,116.7,0.45,19.09,1.68,19.8,1.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,116.25,116.7,0.45,19.09,1.68,19.8,1.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,116.7,117.3,0.6,0.8,0.04,1.97,1.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,116.7,117.3,0.6,0.8,0.04,1.97,1.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,117.3,118.3,1.0,0.43,0.04,1.38,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,117.3,118.3,1.0,0.43,0.04,1.38,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,118.3,118.62,0.32,0.57,0.03,0.84,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,118.3,118.62,0.32,0.57,0.03,0.84,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,118.62,118.95,0.33,1.91,0.28,1.09,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,118.62,118.95,0.33,1.91,0.28,1.09,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,118.95,119.95,1.0,0.11,0.02,0.74,3.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,118.95,119.95,1.0,0.11,0.02,0.74,3.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,119.95,120.7,0.75,0.86,0.13,0.92,3.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,119.95,120.7,0.75,0.86,0.13,0.92,3.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,120.7,121.4,0.7,2.99,0.46,0.93,3.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,120.7,121.4,0.7,2.99,0.46,0.93,3.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,121.4,122.07,0.67,1.07,0.17,1.91,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,121.4,122.07,0.67,1.07,0.17,1.91,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,122.07,123.07,1.0,1.89,0.23,3.69,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/131,122.07,123.07,1.0,1.89,0.23,3.69,2.0,228796.8438,172156.375,1135.055054,136.4,0.0,90.0
3245/132,106.4,107.65,1.25,0.33,0.04,1.74,3.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,106.4,107.65,1.25,0.33,0.04,1.74,3.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,107.65,108.49,0.84,0.1,0.03,1.08,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,107.65,108.49,0.84,0.1,0.03,1.08,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,108.49,109.4,0.91,0.25,0.03,2.11,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,108.49,109.4,0.91,0.25,0.03,2.11,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,109.4,110.23,0.83,0.19,0.03,3.86,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,109.4,110.23,0.83,0.19,0.03,3.86,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,110.23,110.93,0.7,0.16,0.03,3.23,2.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,110.23,110.93,0.7,0.16,0.03,3.23,2.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,110.93,111.96,1.03,0.66,0.03,2.88,2.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,110.93,111.96,1.03,0.66,0.03,2.88,2.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,111.96,112.4,0.44,0.86,0.08,17.66,2.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,111.96,112.4,0.44,0.86,0.08,17.66,2.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,112.4,113.12,0.72,1.15,0.04,6.24,2.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,112.4,113.12,0.72,1.15,0.04,6.24,2.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,113.12,113.6,0.48,8.38,0.34,2.92,2.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,113.12,113.6,0.48,8.38,0.34,2.92,2.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,113.6,114.37,0.77,5.93,0.19,5.79,3.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,113.6,114.37,0.77,5.93,0.19,5.79,3.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,114.37,114.8,0.43,47.1,3.55,2.99,18.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,114.37,114.8,0.43,47.1,3.55,2.99,18.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,114.8,115.4,0.6,0.34,0.08,1.31,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,114.8,115.4,0.6,0.34,0.08,1.31,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,115.4,116.4,1.0,0.37,0.01,1.16,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,115.4,116.4,1.0,0.37,0.01,1.16,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,116.4,116.86,0.46,0.41,0.25,0.76,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/132,116.4,116.86,0.46,0.41,0.25,0.76,4.0,228846.4375,172156.6875,1135.11499,160.4,0.0,90.0
3245/133,146.0,146.98,0.98,0.18,0.04,2.46,3.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,146.0,146.98,0.98,0.18,0.04,2.46,3.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,146.98,148.0,1.02,0.31,0.04,2.65,3.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,146.98,148.0,1.02,0.31,0.04,2.65,3.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,148.0,149.0,1.0,0.77,0.1,2.0,4.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,148.0,149.0,1.0,0.77,0.1,2.0,4.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,149.0,149.24,0.24,0.65,0.05,1.32,4.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,149.0,149.24,0.24,0.65,0.05,1.32,4.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,149.24,150.19,0.95,6.09,0.4,1.99,5.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,149.24,150.19,0.95,6.09,0.4,1.99,5.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,150.19,150.79,0.6,2.16,0.11,0.8,7.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,150.19,150.79,0.6,2.16,0.11,0.8,7.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,150.79,151.37,0.58,14.18,10.88,0.96,85.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,150.79,151.37,0.58,14.18,10.88,0.96,85.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,151.37,152.0,0.63,20.44,25.7,0.36,152.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,151.37,152.0,0.63,20.44,25.7,0.36,152.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,152.0,152.48,0.48,3.84,1.57,1.0,53.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,152.0,152.48,0.48,3.84,1.57,1.0,53.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,152.48,153.06,0.58,1.34,0.05,1.71,8.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,152.48,153.06,0.58,1.34,0.05,1.71,8.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,153.06,153.49,0.43,0.3,0.95,3.19,11.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/133,153.06,153.49,0.43,0.3,0.95,3.19,11.0,228596.9063,172158.0781,1135.667969,164.0,0.0,90.0
3245/134,134.82,135.3,0.48,1.01,0.1,1.42,3.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,134.82,135.3,0.48,1.01,0.1,1.42,3.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,135.3,135.93,0.63,8.51,3.88,2.86,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,135.3,135.93,0.63,8.51,3.88,2.86,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,135.93,136.4,0.47,5.08,0.41,1.64,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,135.93,136.4,0.47,5.08,0.41,1.64,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,136.4,137.19,0.79,13.56,1.14,1.12,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,136.4,137.19,0.79,13.56,1.14,1.12,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,137.19,138.09,0.9,19.05,0.09,0.68,2.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,137.19,138.09,0.9,19.05,0.09,0.68,2.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,138.09,138.8,0.71,9.01,0.6,9.89,3.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,138.09,138.8,0.71,9.01,0.6,9.89,3.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,138.8,139.4,0.6,0.04,0.03,0.17,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,138.8,139.4,0.6,0.04,0.03,0.17,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,139.4,140.17,0.77,2.02,0.29,0.88,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,139.4,140.17,0.77,2.02,0.29,0.88,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,140.17,141.11,0.94,0.09,0.02,0.21,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,140.17,141.11,0.94,0.09,0.02,0.21,4.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,141.11,141.88,0.77,0.96,0.03,0.35,5.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,141.11,141.88,0.77,0.96,0.03,0.35,5.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,141.88,142.57,0.69,1.24,0.03,0.52,5.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,141.88,142.57,0.69,1.24,0.03,0.52,5.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,142.57,143.49,0.92,7.14,0.05,1.6,5.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/134,142.57,143.49,0.92,7.14,0.05,1.6,5.0,228746.7188,172206.7188,1134.505005,167.4,0.0,90.0
3245/135,137.0,138.0,1.0,0.16,0.04,16.75,4.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,137.0,138.0,1.0,0.16,0.04,16.75,4.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,138.0,138.8,0.8,0.7,0.31,10.94,7.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,138.0,138.8,0.8,0.7,0.31,10.94,7.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,138.8,139.44,0.64,1.41,1.86,1.35,13.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,138.8,139.44,0.64,1.41,1.86,1.35,13.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,139.44,140.0,0.56,5.99,5.65,3.05,28.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,139.44,140.0,0.56,5.99,5.65,3.05,28.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,140.0,140.77,0.77,5.9,3.06,3.92,23.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,140.0,140.77,0.77,5.9,3.06,3.92,23.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,140.77,141.7,0.93,4.54,3.31,4.02,19.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,140.77,141.7,0.93,4.54,3.31,4.02,19.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,141.7,142.7,1.0,11.13,2.05,3.13,19.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,141.7,142.7,1.0,11.13,2.05,3.13,19.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,142.7,142.93,0.23,10.85,2.75,2.8,21.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,142.7,142.93,0.23,10.85,2.75,2.8,21.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,142.93,143.81,0.88,0.07,0.03,0.22,5.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,142.93,143.81,0.88,0.07,0.03,0.22,5.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,143.81,144.6,0.79,0.3,0.06,0.23,5.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,143.81,144.6,0.79,0.3,0.06,0.23,5.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,144.6,145.6,1.0,1.16,0.06,0.36,6.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,144.6,145.6,1.0,1.16,0.06,0.36,6.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,145.6,146.0,0.4,9.16,0.87,6.28,10.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,145.6,146.0,0.4,9.16,0.87,6.28,10.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,146.0,146.6,0.6,5.64,0.29,2.24,4.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/135,146.0,146.6,0.6,5.64,0.29,2.24,4.0,228598.0781,172206.75,1136.035034,164.0,0.0,90.0
3245/137,64.5,65.38,0.88,0.1,0.02,3.94,1.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,64.5,65.38,0.88,0.1,0.02,3.94,1.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,65.38,66.26,0.88,0.63,0.06,28.34,1.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,65.38,66.26,0.88,0.63,0.06,28.34,1.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,66.26,67.26,1.0,7.25,0.54,32.18,1.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,66.26,67.26,1.0,7.25,0.54,32.18,1.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,67.26,67.5,0.24,0.42,0.03,5.84,1.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,67.26,67.5,0.24,0.42,0.03,5.84,1.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,67.5,68.44,0.94,0.38,0.05,7.65,2.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,67.5,68.44,0.94,0.38,0.05,7.65,2.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,68.44,69.4,0.96,0.59,0.06,2.52,1.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,68.44,69.4,0.96,0.59,0.06,2.52,1.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,69.4,70.5,1.1,1.14,0.06,1.74,2.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,69.4,70.5,1.1,1.14,0.06,1.74,2.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,70.5,71.44,0.94,1.88,0.13,4.48,2.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,70.5,71.44,0.94,1.88,0.13,4.48,2.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,71.44,71.9,0.46,0.46,0.04,6.6,2.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,71.44,71.9,0.46,0.46,0.04,6.6,2.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,71.9,72.89,0.99,0.71,0.1,2.71,3.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,71.9,72.89,0.99,0.71,0.1,2.71,3.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,72.89,73.5,0.61,0.38,0.05,1.11,3.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,72.89,73.5,0.61,0.38,0.05,1.11,3.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,73.5,74.12,0.62,1.48,0.04,1.17,3.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/137,73.5,74.12,0.62,1.48,0.04,1.17,3.0,228896.1406,172107.5781,1134.444946,241.0,0.0,90.0
3245/138,140.0,140.63,0.63,0.04,0.01,0.71,2.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,140.0,140.63,0.63,0.04,0.01,0.71,2.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,140.63,141.44,0.81,0.13,0.01,0.52,3.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,140.63,141.44,0.81,0.13,0.01,0.52,3.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,141.44,141.79,0.35,0.87,0.47,2.47,7.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,141.44,141.79,0.35,0.87,0.47,2.47,7.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,141.79,142.14,0.35,5.75,10.1,1.09,76.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,141.79,142.14,0.35,5.75,10.1,1.09,76.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,142.14,142.53,0.39,16.91,43.16,0.59,313.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,142.14,142.53,0.39,16.91,43.16,0.59,313.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,142.53,143.0,0.47,10.59,11.81,0.99,97.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,142.53,143.0,0.47,10.59,11.81,0.99,97.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,143.0,143.93,0.93,7.84,0.84,0.66,20.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,143.0,143.93,0.93,7.84,0.84,0.66,20.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,143.93,144.99,1.06,5.84,1.2,0.48,16.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,143.93,144.99,1.06,5.84,1.2,0.48,16.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,144.99,146.0,1.01,1.96,0.01,0.68,4.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/138,144.99,146.0,1.01,1.96,0.01,0.68,4.0,228547.0938,172157.4375,1136.008057,167.0,0.0,90.0
3245/140,130.69,131.0,0.31,1.33,0.15,0.41,5.0,228497.2813,172157.4063,1136.348022,153.0,0.0,90.0
3245/140,130.69,131.0,0.31,1.33,0.15,0.41,5.0,228497.2813,172157.4063,1136.348022,153.0,0.0,90.0
3245/140,131.0,131.63,0.63,9.16,1.91,1.05,15.0,228497.2813,172157.4063,1136.348022,153.0,0.0,90.0
3245/140,131.0,131.63,0.63,9.16,1.91,1.05,15.0,228497.2813,172157.4063,1136.348022,153.0,0.0,90.0
3245/141,85.34,86.08,0.74,1.05,0.11,17.35,2.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,85.34,86.08,0.74,1.05,0.11,17.35,2.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,86.08,86.95,0.87,5.66,0.24,7.84,2.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,86.08,86.95,0.87,5.66,0.24,7.84,2.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,86.95,87.55,0.6,4.06,0.31,6.81,3.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,86.95,87.55,0.6,4.06,0.31,6.81,3.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,87.55,88.5,0.95,2.61,0.19,14.05,2.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,87.55,88.5,0.95,2.61,0.19,14.05,2.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,88.5,89.5,1.0,1.96,0.12,11.78,2.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,88.5,89.5,1.0,1.96,0.12,11.78,2.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,89.5,90.56,1.06,1.08,0.08,15.95,3.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,89.5,90.56,1.06,1.08,0.08,15.95,3.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,90.56,91.26,0.7,5.79,0.53,21.18,3.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,90.56,91.26,0.7,5.79,0.53,21.18,3.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,91.26,91.5,0.24,0.38,0.07,1.36,3.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,91.26,91.5,0.24,0.38,0.07,1.36,3.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,91.5,92.4,0.9,1.04,0.1,1.13,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,91.5,92.4,0.9,1.04,0.1,1.13,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,92.4,93.32,0.92,0.65,0.2,0.79,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,92.4,93.32,0.92,0.65,0.2,0.79,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,93.32,94.37,1.05,0.53,0.07,0.85,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,93.32,94.37,1.05,0.53,0.07,0.85,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,94.37,95.25,0.88,3.16,0.06,1.1,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,94.37,95.25,0.88,3.16,0.06,1.1,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,95.25,96.33,1.08,3.93,0.07,1.36,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,95.25,96.33,1.08,3.93,0.07,1.36,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,96.33,97.37,1.04,11.31,0.1,1.38,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/141,96.33,97.37,1.04,11.31,0.1,1.38,4.0,228895.8281,172157.0469,1134.359985,198.0,0.0,90.0
3245/142,103.0,104.0,1.0,9.63,0.88,32.91,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,103.0,104.0,1.0,9.63,0.88,32.91,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,104.0,104.82,0.82,0.2,0.13,2.73,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,104.0,104.82,0.82,0.2,0.13,2.73,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,104.82,106.0,1.18,0.65,0.33,10.28,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,104.82,106.0,1.18,0.65,0.33,10.28,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,106.0,106.95,0.95,0.1,0.11,3.22,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,106.0,106.95,0.95,0.1,0.11,3.22,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,106.95,107.95,1.0,0.98,0.11,4.63,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,106.95,107.95,1.0,0.98,0.11,4.63,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,107.95,109.0,1.05,1.3,0.09,9.04,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,107.95,109.0,1.05,1.3,0.09,9.04,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,109.0,109.77,0.77,1.61,0.07,9.63,3.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,109.0,109.77,0.77,1.61,0.07,9.63,3.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
3245/142,109.77,110.52,0.75,1.2,0.09,4.76,2.0,228901.2969,172206.0156,1133.425049,135.0,270.0,67.0
